address,date,time,SMS Type,Amount (BHD),Merchant,Transaction Category,body
NBK Bahrain,02-01-26,9:14:42 AM,Purchase,1.796,TAP*Amakin Main,General,Thank you for using credit card 4285XXX2529 for BHD 1.796 at TAP*Amakin Main on 02/01/2026 09:14. Available balance: BHD 373.208. For enquiry 17155555.
NBK Bahrain,02-01-26,11:37:05 PM,Purchase,20.88,VIENNA VENDING SUP,General,Thank you for using credit card 4285XXX2529 for BHD 20.880 at VIENNA VENDING SUP on 02/01/2026 23:37. Available balance: BHD 352.328. For enquiry 17155555.
NBK Bahrain,03-01-26,2:20:08 PM,OTP,,,,Your OTP for Login to Mobile Banking is 435651. It is valid for 5 Minutes.
NBK Bahrain,03-01-26,3:27:25 PM,Purchase,7.007,SLIDERS RESTAURANT,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 7.007 at SLIDERS RESTAURANT on 03/01/2026 15:27. Available balance: BHD 345.321. For enquiry 17155555.
NBK Bahrain,03-01-26,8:14:24 PM,OTP,,,,Your OTP for Login to Mobile Banking is 813887. It is valid for 5 Minutes.
NBK Bahrain,04-01-26,4:35:06 AM,Purchase,6.308,BLISSLAB - LIWAN M,General,Thank you for using credit card 4285XXX2529 for BHD 6.308 at BLISSLAB - LIWAN M on 04/01/2026 04:35. Available balance: BHD 339.013. For enquiry 17155555.
NBK Bahrain,04-01-26,9:37:42 AM,Purchase,3.642,PAYPAL *NINTENDOAM,General,Thank you for using credit card 4285XXX2529 for BHD 3.642 at PAYPAL *NINTENDOAM on 04/01/2026 09:37. Available balance: BHD 335.371. For enquiry 17155555.
NBK Bahrain,04-01-26,5:32:36 PM,Purchase,19.16,TAP*Amakin Main,General,Thank you for using credit card 4285XXX2529 for BHD 19.160 at TAP*Amakin Main on 04/01/2026 17:32. Available balance: BHD 316.211. For enquiry 17155555.
NBK Bahrain,04-01-26,7:29:24 PM,Purchase,4.684,738Pin* CDMP,General,Thank you for using credit card 4285XXX2529 for BHD 4.684 at 738Pin* CDMP on 04/01/2026 19:29. Available balance: BHD 311.527. For enquiry 17155555.
NBK Bahrain,05-01-26,2:25:41 AM,Purchase,8.194,VANILLA BAKEHOUSE,General,Thank you for using credit card 4285XXX2529 for BHD 8.194 at VANILLA BAKEHOUSE on 05/01/2026 02:25. Available balance: BHD 303.333. For enquiry 17155555.
NBK Bahrain,05-01-26,4:43:53 PM,Purchase,12.961,ALOSRA,Shopping/Grocery,Thank you for using credit card 4285XXX2529 for BHD 12.961 at ALOSRA on 05/01/2026 16:43. Available balance: BHD 290.372. For enquiry 17155555.
NBK Bahrain,06-01-26,6:34:45 AM,Purchase,12.017,WEST RIFFA PETROL,General,Thank you for using credit card 4285XXX2529 for BHD 12.017 at WEST RIFFA PETROL on 06/01/2026 06:34. Available balance: BHD 278.355. For enquiry 17155555.
NBK Bahrain,06-01-26,7:44:55 PM,Purchase,3.205,Park Point,General,Thank you for using credit card 4285XXX2529 for BHD 3.205 at Park Point on 06/01/2026 19:44. Available balance: BHD 275.150. For enquiry 17155555.
NBK Bahrain,07-01-26,7:25:30 AM,Purchase,12.043,GYOZA FOOD TRUCK -,General,Thank you for using credit card 4285XXX2529 for BHD 12.043 at GYOZA FOOD TRUCK - on 07/01/2026 07:25. Available balance: BHD 263.107. For enquiry 17155555.
NBK Bahrain,07-01-26,8:26:27 PM,OTP,,,,Your OTP for Login to Mobile Banking is 357502. It is valid for 5 Minutes.
NBK Bahrain,07-01-26,10:33:45 PM,Purchase,3.998,ALJAZIRA S/MARKET,Shopping/Grocery,Thank you for using credit card 4285XXX2529 for BHD 3.998 at ALJAZIRA S/MARKET on 07/01/2026 22:33. Available balance: BHD 259.109. For enquiry 17155555.
NBK Bahrain,08-01-26,1:34:57 AM,Purchase,3.746,TAP*Jahez BH,General,Thank you for using credit card 4285XXX2529 for BHD 3.746 at TAP*Jahez BH on 08/01/2026 01:34. Available balance: BHD 255.363. For enquiry 17155555.
NBK Bahrain,08-01-26,3:33:29 AM,OTP,,,,Your OTP for Login to Mobile Banking is 186025. It is valid for 5 Minutes.
NBK Bahrain,08-01-26,3:39:47 AM,Purchase,10.01,THE SCALE RESTAURA,General,Thank you for using credit card 4285XXX2529 for BHD 10.010 at THE SCALE RESTAURA on 08/01/2026 03:39. Available balance: BHD 245.353. For enquiry 17155555.
NBK Bahrain,08-01-26,7:00:20 AM,Purchase,9.058,CAF - COURTYARD SE,General,Thank you for using credit card 4285XXX2529 for BHD 9.058 at CAF - COURTYARD SE on 08/01/2026 07:00. Available balance: BHD 236.295. For enquiry 17155555.
NBK Bahrain,08-01-26,1:57:38 PM,Purchase,4.431,PAYPAL *SHOPIFY,General,Thank you for using credit card 4285XXX2529 for BHD 4.431 at PAYPAL *SHOPIFY on 08/01/2026 13:57. Available balance: BHD 231.864. For enquiry 17155555.
NBK Bahrain,08-01-26,4:49:05 PM,Purchase,1.197,THAT AL SALASIL,General,Thank you for using credit card 4285XXX2529 for BHD 1.197 at THAT AL SALASIL on 08/01/2026 16:49. Available balance: BHD 230.667. For enquiry 17155555.
NBK Bahrain,09-01-26,5:39:32 AM,Purchase,1.848,GAMES CORNER EST,General,Thank you for using credit card 4285XXX2529 for BHD 1.848 at GAMES CORNER EST on 09/01/2026 05:39. Available balance: BHD 228.819. For enquiry 17155555.
NBK Bahrain,09-01-26,9:51:42 AM,OTP,,,,Your OTP for Login to Mobile Banking is 863878. It is valid for 5 Minutes.
NBK Bahrain,09-01-26,2:26:26 PM,OTP,,,,Your OTP for Login to Mobile Banking is 464178. It is valid for 5 Minutes.
NBK Bahrain,11-01-26,12:39:35 AM,Purchase,4.976,GB CAFE,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 4.976 at GB CAFE on 11/01/2026 00:39. Available balance: BHD 223.843. For enquiry 17155555.
NBK Bahrain,11-01-26,7:57:45 AM,Purchase,1.311,PAYPAL *OFFGAMERS,General,Thank you for using credit card 4285XXX2529 for BHD 1.311 at PAYPAL *OFFGAMERS on 11/01/2026 07:57. Available balance: BHD 222.532. For enquiry 17155555.
NBK Bahrain,11-01-26,10:42:58 AM,OTP,,,,Your OTP for Login to Mobile Banking is 456788. It is valid for 5 Minutes.
NBK Bahrain,11-01-26,11:15:10 AM,Purchase,17.582,IHERB IHERB.COM,General,Thank you for using credit card 4285XXX2529 for BHD 17.582 at IHERB IHERB.COM on 11/01/2026 11:15. Available balance: BHD 204.950. For enquiry 17155555.
NBK Bahrain,11-01-26,3:03:41 PM,Purchase,2.285,LEBANESE RESTAURAN,General,Thank you for using credit card 4285XXX2529 for BHD 2.285 at LEBANESE RESTAURAN on 11/01/2026 15:03. Available balance: BHD 202.665. For enquiry 17155555.
NBK Bahrain,11-01-26,6:59:34 PM,OTP,,,,Your OTP for Login to Mobile Banking is 456800. It is valid for 5 Minutes.
NBK Bahrain,11-01-26,11:22:53 PM,Purchase,23.173,TAP PAYMENTS COMPA,General,Thank you for using credit card 4285XXX2529 for BHD 23.173 at TAP PAYMENTS COMPA on 11/01/2026 23:22. Available balance: BHD 2179.492. For enquiry 17155555.
NBK Bahrain,12-01-26,5:24:22 AM,Purchase,4.196,FUCOM INTERNATIONA,General,Thank you for using credit card 4285XXX2529 for BHD 4.196 at FUCOM INTERNATIONA on 12/01/2026 05:24. Available balance: BHD 2175.296. For enquiry 17155555.
NBK Bahrain,12-01-26,9:08:25 PM,Purchase,4.814,VANILLA BAKEHOUSE,General,Thank you for using credit card 4285XXX2529 for BHD 4.814 at VANILLA BAKEHOUSE on 12/01/2026 21:08. Available balance: BHD 2170.482. For enquiry 17155555.
NBK Bahrain,13-01-26,11:48:44 PM,OTP,,,,Your OTP for Login to Mobile Banking is 917988. It is valid for 5 Minutes.
NBK Bahrain,14-01-26,1:09:28 AM,Purchase,12.625,DR JAMAL AL ZEERA,General,Thank you for using credit card 4285XXX2529 for BHD 12.625 at DR JAMAL AL ZEERA on 14/01/2026 01:09. Available balance: BHD 2157.857. For enquiry 17155555.
NBK Bahrain,14-01-26,3:35:25 AM,Purchase,19.131,AL LIWAN CINEMA WL,General,Thank you for using credit card 4285XXX2529 for BHD 19.131 at AL LIWAN CINEMA WL on 14/01/2026 03:35. Available balance: BHD 2138.726. For enquiry 17155555.
NBK Bahrain,14-01-26,8:11:22 AM,Purchase,28.388,Kindle Unltd,General,Thank you for using credit card 4285XXX2529 for BHD 28.388 at Kindle Unltd on 14/01/2026 08:11. Available balance: BHD 2110.338. For enquiry 17155555.
NBK Bahrain,14-01-26,8:11:59 AM,Purchase,6.457,OAK - RIFFA,General,Thank you for using credit card 4285XXX2529 for BHD 6.457 at OAK - RIFFA on 14/01/2026 08:11. Available balance: BHD 2103.881. For enquiry 17155555.
NBK Bahrain,15-01-26,4:58:29 AM,Purchase,0.568,ETIHAD AIRWAYS,General,Thank you for using credit card 4285XXX2529 for BHD 0.568 at ETIHAD AIRWAYS on 15/01/2026 04:58. Available balance: BHD 2103.313. For enquiry 17155555.
NBK Bahrain,15-01-26,7:51:48 PM,Purchase,16.192,GYOZA FOOD TRUCK -,General,Thank you for using credit card 4285XXX2529 for BHD 16.192 at GYOZA FOOD TRUCK - on 15/01/2026 19:51. Available balance: BHD 2087.121. For enquiry 17155555.
NBK Bahrain,16-01-26,5:43:05 AM,Purchase,2.129,PAYPAL *NINTENDOAM,General,Thank you for using credit card 4285XXX2529 for BHD 2.129 at PAYPAL *NINTENDOAM on 16/01/2026 05:43. Available balance: BHD 2084.992. For enquiry 17155555.
NBK Bahrain,16-01-26,9:19:33 AM,Purchase,40.379,SCOOP CREAMERY FOR,General,Thank you for using credit card 4285XXX2529 for BHD 40.379 at SCOOP CREAMERY FOR on 16/01/2026 09:19. Available balance: BHD 2044.613. For enquiry 17155555.
NBK Bahrain,16-01-26,12:05:11 PM,Purchase,1.822,UBER * PENDING,General,Thank you for using credit card 4285XXX2529 for BHD 1.822 at UBER * PENDING on 16/01/2026 12:05. Available balance: BHD 2042.791. For enquiry 17155555.
NBK Bahrain,17-01-26,2:18:46 PM,Purchase,23.754,AL-SHERA AUTO ACCE,General,Thank you for using credit card 4285XXX2529 for BHD 23.754 at AL-SHERA AUTO ACCE on 17/01/2026 14:18. Available balance: BHD 2019.037. For enquiry 17155555.
NBK Bahrain,18-01-26,12:23:08 AM,Purchase,25.756,ARAB VAPE GENERAL,General,Thank you for using credit card 4285XXX2529 for BHD 25.756 at ARAB VAPE GENERAL on 18/01/2026 00:23. Available balance: BHD 1993.281. For enquiry 17155555.
NBK Bahrain,18-01-26,2:37:34 AM,Purchase,5.132,UNIVERSITY PHARMAC,General,Thank you for using credit card 4285XXX2529 for BHD 5.132 at UNIVERSITY PHARMAC on 18/01/2026 02:37. Available balance: BHD 1988.149. For enquiry 17155555.
NBK Bahrain,18-01-26,3:04:25 AM,OTP,,,,Your OTP for Login to Mobile Banking is 332419. It is valid for 5 Minutes.
NBK Bahrain,18-01-26,2:17:41 PM,Purchase,2.137,TAP*Jahez BH,General,Thank you for using credit card 4285XXX2529 for BHD 2.137 at TAP*Jahez BH on 18/01/2026 14:17. Available balance: BHD 1986.012. For enquiry 17155555.
NBK Bahrain,19-01-26,2:54:49 AM,Purchase,4.462,ALNOUKHADA RESTAUR,General,Thank you for using credit card 4285XXX2529 for BHD 4.462 at ALNOUKHADA RESTAUR on 19/01/2026 02:54. Available balance: BHD 1981.550. For enquiry 17155555.
NBK Bahrain,19-01-26,1:31:26 PM,Purchase,22.284,EKK - TSC JANABIYA,General,Thank you for using credit card 4285XXX2529 for BHD 22.284 at EKK - TSC JANABIYA on 19/01/2026 13:31. Available balance: BHD 1959.266. For enquiry 17155555.
NBK Bahrain,20-01-26,4:21:02 AM,Purchase,1.099,GAMES CORNER EST,General,Thank you for using credit card 4285XXX2529 for BHD 1.099 at GAMES CORNER EST on 20/01/2026 04:21. Available balance: BHD 1958.167. For enquiry 17155555.
NBK Bahrain,20-01-26,10:31:37 AM,Purchase,5.82,OLYMPIA,General,Thank you for using credit card 4285XXX2529 for BHD 5.820 at OLYMPIA on 20/01/2026 10:31. Available balance: BHD 1952.347. For enquiry 17155555.
NBK Bahrain,20-01-26,11:25:46 PM,Purchase,3.058,IHERB IHERB.COM,General,Thank you for using credit card 4285XXX2529 for BHD 3.058 at IHERB IHERB.COM on 20/01/2026 23:25. Available balance: BHD 1949.289. For enquiry 17155555.
NBK Bahrain,21-01-26,6:49:43 AM,OTP,,,,Your OTP for Login to Mobile Banking is 158331. It is valid for 5 Minutes.
NBK Bahrain,21-01-26,3:32:58 PM,Purchase,6.409,FOUR SEASONS - FRO,General,Thank you for using credit card 4285XXX2529 for BHD 6.409 at FOUR SEASONS - FRO on 21/01/2026 15:32. Available balance: BHD 1942.880. For enquiry 17155555.
NBK Bahrain,21-01-26,8:00:42 PM,OTP,,,,Your OTP for Login to Mobile Banking is 539873. It is valid for 5 Minutes.
NBK Bahrain,22-01-26,1:26:39 AM,Purchase,6.36,ARSAN GENTS TAILOR,General,Thank you for using credit card 4285XXX2529 for BHD 6.360 at ARSAN GENTS TAILOR on 22/01/2026 01:26. Available balance: BHD 1936.520. For enquiry 17155555.
NBK Bahrain,22-01-26,10:23:27 AM,Purchase,3.956,FOODS AT HOME WLL,General,Thank you for using credit card 4285XXX2529 for BHD 3.956 at FOODS AT HOME WLL on 22/01/2026 10:23. Available balance: BHD 1932.564. For enquiry 17155555.
NBK Bahrain,22-01-26,3:32:37 PM,Purchase,2.626,CINECO,General,Thank you for using credit card 4285XXX2529 for BHD 2.626 at CINECO on 22/01/2026 15:32. Available balance: BHD 1929.938. For enquiry 17155555.
NBK Bahrain,22-01-26,5:59:22 PM,Purchase,16.504,EPIX CINEMAS W.L.L,General,Thank you for using credit card 4285XXX2529 for BHD 16.504 at EPIX CINEMAS W.L.L on 22/01/2026 17:59. Available balance: BHD 1913.434. For enquiry 17155555.
NBK Bahrain,23-01-26,12:13:19 AM,OTP,,,,Your OTP for Login to Mobile Banking is 831720. It is valid for 5 Minutes.
NBK Bahrain,23-01-26,8:54:56 AM,Purchase,14.031,TAP PAYMENTS COMPA,General,Thank you for using credit card 4285XXX2529 for BHD 14.031 at TAP PAYMENTS COMPA on 23/01/2026 08:54. Available balance: BHD 1899.403. For enquiry 17155555.
NBK Bahrain,23-01-26,5:56:36 PM,Purchase,1.019,OAK - RIFFA,General,Thank you for using credit card 4285XXX2529 for BHD 1.019 at OAK - RIFFA on 23/01/2026 17:56. Available balance: BHD 1898.384. For enquiry 17155555.
NBK Bahrain,24-01-26,7:39:15 AM,OTP,,,,Your OTP for Login to Mobile Banking is 860941. It is valid for 5 Minutes.
NBK Bahrain,25-01-26,2:23:12 AM,Purchase,7.01,BAHRAIN DUTY FREE,General,Thank you for using credit card 4285XXX2529 for BHD 7.010 at BAHRAIN DUTY FREE on 25/01/2026 02:23. Available balance: BHD 1891.374. For enquiry 17155555.
NBK Bahrain,25-01-26,6:45:08 AM,Purchase,15.486,VIENNA VENDING SUP,General,Thank you for using credit card 4285XXX2529 for BHD 15.486 at VIENNA VENDING SUP on 25/01/2026 06:45. Available balance: BHD 1875.888. For enquiry 17155555.
NBK Bahrain,25-01-26,12:09:24 PM,Purchase,11.987,PAYPAL *SHOPIFY,General,Thank you for using credit card 4285XXX2529 for BHD 11.987 at PAYPAL *SHOPIFY on 25/01/2026 12:09. Available balance: BHD 1863.901. For enquiry 17155555.
NBK Bahrain,26-01-26,11:39:02 PM,Purchase,8.644,ASWAQ ALHELLI - SH,General,Thank you for using credit card 4285XXX2529 for BHD 8.644 at ASWAQ ALHELLI - SH on 26/01/2026 23:39. Available balance: BHD 1855.257. For enquiry 17155555.
NBK Bahrain,27-01-26,1:26:09 AM,Purchase,1.185,DAWAA AL-RIFFA PHA,General,Thank you for using credit card 4285XXX2529 for BHD 1.185 at DAWAA AL-RIFFA PHA on 27/01/2026 01:26. Available balance: BHD 1854.072. For enquiry 17155555.
NBK Bahrain,27-01-26,4:18:56 PM,Purchase,9.761,SALLA APP EST,General,Thank you for using credit card 4285XXX2529 for BHD 9.761 at SALLA APP EST on 27/01/2026 16:18. Available balance: BHD 1844.311. For enquiry 17155555.
NBK Bahrain,28-01-26,2:22:02 AM,Purchase,4.292,GB CAFE,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 4.292 at GB CAFE on 28/01/2026 02:22. Available balance: BHD 1840.019. For enquiry 17155555.
NBK Bahrain,28-01-26,3:19:46 AM,Purchase,2.293,HAMBELLA SPECIALTY,General,Thank you for using credit card 4285XXX2529 for BHD 2.293 at HAMBELLA SPECIALTY on 28/01/2026 03:19. Available balance: BHD 1837.726. For enquiry 17155555.
NBK Bahrain,28-01-26,2:26:06 PM,Purchase,10.768,AL BINDAIRA CAFE W,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 10.768 at AL BINDAIRA CAFE W on 28/01/2026 14:26. Available balance: BHD 1826.958. For enquiry 17155555.
NBK Bahrain,28-01-26,2:35:01 PM,Purchase,5.77,GOOGLE *SERVICES,General,Thank you for using credit card 4285XXX2529 for BHD 5.770 at GOOGLE *SERVICES on 28/01/2026 14:35. Available balance: BHD 1821.188. For enquiry 17155555.
NBK Bahrain,29-01-26,1:08:51 AM,Purchase,15.84,I POINT,General,Thank you for using credit card 4285XXX2529 for BHD 15.840 at I POINT on 29/01/2026 01:08. Available balance: BHD 1805.348. For enquiry 17155555.
NBK Bahrain,29-01-26,7:50:09 AM,Purchase,37.211,Aljafen Copy Top,General,Thank you for using credit card 4285XXX2529 for BHD 37.211 at Aljafen Copy Top on 29/01/2026 07:50. Available balance: BHD 1768.137. For enquiry 17155555.
NBK Bahrain,29-01-26,2:55:04 PM,Purchase,6.053,AIRALO,General,Thank you for using credit card 4285XXX2529 for BHD 6.053 at AIRALO on 29/01/2026 14:55. Available balance: BHD 1762.084. For enquiry 17155555.
NBK Bahrain,29-01-26,4:08:50 PM,Purchase,34.964,SELFRIDGES LONDON,General,Thank you for using credit card 4285XXX2529 for BHD 34.964 at SELFRIDGES LONDON on 29/01/2026 16:08. Available balance: BHD 1727.120. For enquiry 17155555.
NBK Bahrain,29-01-26,8:55:22 PM,Purchase,8.655,ARSAN GENTS TAILOR,General,Thank you for using credit card 4285XXX2529 for BHD 8.655 at ARSAN GENTS TAILOR on 29/01/2026 20:55. Available balance: BHD 1718.465. For enquiry 17155555.
NBK Bahrain,30-01-26,6:35:22 PM,Purchase,10.532,GOOGLE*YOUTUBEPREM,General,Thank you for using credit card 4285XXX2529 for BHD 10.532 at GOOGLE*YOUTUBEPREM on 30/01/2026 18:35. Available balance: BHD 1707.933. For enquiry 17155555.
NBK Bahrain,30-01-26,9:23:37 PM,Purchase,5.347,SLIDERS RESTAURANT,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 5.347 at SLIDERS RESTAURANT on 30/01/2026 21:23. Available balance: BHD 1702.586. For enquiry 17155555.
NBK Bahrain,31-01-26,2:34:38 PM,Purchase,7.139,VENCHI,General,Thank you for using credit card 4285XXX2529 for BHD 7.139 at VENCHI on 31/01/2026 14:34. Available balance: BHD 1695.447. For enquiry 17155555.
NBK Bahrain,31-01-26,8:04:51 PM,Purchase,3.17,DR JAMAL AL ZEERA,General,Thank you for using credit card 4285XXX2529 for BHD 3.170 at DR JAMAL AL ZEERA on 31/01/2026 20:04. Available balance: BHD 1692.277. For enquiry 17155555.
NBK Bahrain,01-02-26,1:13:10 PM,Purchase,10.5,OLYMPIA,General,Thank you for using credit card 4285XXX2529 for BHD 10.500 at OLYMPIA on 01/02/2026 13:13. Available balance: BHD 1681.777. For enquiry 17155555.
NBK Bahrain,01-02-26,4:33:31 PM,OTP,,,,Your OTP for Login to Mobile Banking is 990076. It is valid for 5 Minutes.
NBK Bahrain,01-02-26,10:30:40 PM,Purchase,8.366,CHWEIHA CAFE,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 8.366 at CHWEIHA CAFE on 01/02/2026 22:30. Available balance: BHD 1673.411. For enquiry 17155555.
NBK Bahrain,03-02-26,2:20:45 AM,Purchase,16.578,THE ISLAMIC CENTER,General,Thank you for using credit card 4285XXX2529 for BHD 16.578 at THE ISLAMIC CENTER on 03/02/2026 02:20. Available balance: BHD 1656.833. For enquiry 17155555.
NBK Bahrain,03-02-26,12:59:23 PM,Purchase,26.783,TALABAT.COM,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 26.783 at TALABAT.COM on 03/02/2026 12:59. Available balance: BHD 1630.050. For enquiry 17155555.
NBK Bahrain,03-02-26,11:37:10 PM,OTP,,,,Your OTP for Login to Mobile Banking is 489392. It is valid for 5 Minutes.
NBK Bahrain,03-02-26,11:38:57 PM,Purchase,7.876,CINECO,General,Thank you for using credit card 4285XXX2529 for BHD 7.876 at CINECO on 03/02/2026 23:38. Available balance: BHD 1622.174. For enquiry 17155555.
NBK Bahrain,04-02-26,1:39:23 AM,Purchase,2.84,ALJAZIRA S/MARKET,Shopping/Grocery,Thank you for using credit card 4285XXX2529 for BHD 2.840 at ALJAZIRA S/MARKET on 04/02/2026 01:39. Available balance: BHD 1619.334. For enquiry 17155555.
NBK Bahrain,04-02-26,3:57:27 AM,Purchase,4.796,TROLLEY MARKET - A,Shopping/Grocery,Thank you for using credit card 4285XXX2529 for BHD 4.796 at TROLLEY MARKET - A on 04/02/2026 03:57. Available balance: BHD 1614.538. For enquiry 17155555.
NBK Bahrain,04-02-26,5:16:34 AM,Purchase,10.086,H & M,General,Thank you for using credit card 4285XXX2529 for BHD 10.086 at H & M on 04/02/2026 05:16. Available balance: BHD 1604.452. For enquiry 17155555.
NBK Bahrain,04-02-26,2:46:54 PM,Purchase,3.346,Park Point,General,Thank you for using credit card 4285XXX2529 for BHD 3.346 at Park Point on 04/02/2026 14:46. Available balance: BHD 1601.106. For enquiry 17155555.
NBK Bahrain,05-02-26,4:43:41 PM,Purchase,2.44,THAT AL SALASIL,General,Thank you for using credit card 4285XXX2529 for BHD 2.440 at THAT AL SALASIL on 05/02/2026 16:43. Available balance: BHD 1598.666. For enquiry 17155555.
NBK Bahrain,06-02-26,9:19:59 AM,Purchase,4.043,PINKBERRY,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 4.043 at PINKBERRY on 06/02/2026 09:19. Available balance: BHD 1594.623. For enquiry 17155555.
NBK Bahrain,07-02-26,12:16:04 PM,OTP,,,,Your OTP for Login to Mobile Banking is 939472. It is valid for 5 Minutes.
NBK Bahrain,08-02-26,8:19:09 AM,Purchase,3.838,JASMIS - SEEF MALL,General,Thank you for using credit card 4285XXX2529 for BHD 3.838 at JASMIS - SEEF MALL on 08/02/2026 08:19. Available balance: BHD 1590.785. For enquiry 17155555.
NBK Bahrain,08-02-26,10:57:42 AM,Purchase,1.794,TALABAT,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 1.794 at TALABAT on 08/02/2026 10:57. Available balance: BHD 1588.991. For enquiry 17155555.
NBK Bahrain,09-02-26,9:34:38 AM,Purchase,6.642,Amazon AE Seller,General,Thank you for using credit card 4285XXX2529 for BHD 6.642 at Amazon AE Seller on 09/02/2026 09:34. Available balance: BHD 1582.349. For enquiry 17155555.
NBK Bahrain,11-02-26,9:36:54 AM,Purchase,24.805,UNITED INSURANCE C,General,Thank you for using credit card 4285XXX2529 for BHD 24.805 at UNITED INSURANCE C on 11/02/2026 09:36. Available balance: BHD 1557.544. For enquiry 17155555.
NBK Bahrain,12-02-26,9:48:57 AM,Purchase,6.399,National Parking C,General,Thank you for using credit card 4285XXX2529 for BHD 6.399 at National Parking C on 12/02/2026 09:48. Available balance: BHD 1551.145. For enquiry 17155555.
NBK Bahrain,12-02-26,4:29:03 PM,Purchase,5.861,OLYMPIA,General,Thank you for using credit card 4285XXX2529 for BHD 5.861 at OLYMPIA on 12/02/2026 16:29. Available balance: BHD 1545.284. For enquiry 17155555.
NBK Bahrain,12-02-26,5:51:59 PM,Purchase,2.393,WEST RIFFA PETROL,General,Thank you for using credit card 4285XXX2529 for BHD 2.393 at WEST RIFFA PETROL on 12/02/2026 17:51. Available balance: BHD 1542.891. For enquiry 17155555.
NBK Bahrain,12-02-26,9:35:29 PM,Purchase,7.27,DANUBE CO FOR FOOD,General,Thank you for using credit card 4285XXX2529 for BHD 7.270 at DANUBE CO FOR FOOD on 12/02/2026 21:35. Available balance: BHD 1535.621. For enquiry 17155555.
NBK Bahrain,14-02-26,2:23:43 AM,Purchase,15.004,ASWAQ ALHELLI - SH,General,Thank you for using credit card 4285XXX2529 for BHD 15.004 at ASWAQ ALHELLI - SH on 14/02/2026 02:23. Available balance: BHD 1520.617. For enquiry 17155555.
NBK Bahrain,14-02-26,6:24:02 PM,Purchase,25.991,QATAR AIRWAYS USD,General,Thank you for using credit card 4285XXX2529 for BHD 25.991 at QATAR AIRWAYS USD on 14/02/2026 18:24. Available balance: BHD 1494.626. For enquiry 17155555.
NBK Bahrain,14-02-26,11:32:58 PM,Purchase,7.456,THE SCALE RESTAURA,General,Thank you for using credit card 4285XXX2529 for BHD 7.456 at THE SCALE RESTAURA on 14/02/2026 23:32. Available balance: BHD 1487.170. For enquiry 17155555.
NBK Bahrain,15-02-26,8:00:23 AM,Purchase,1.728,GF ECOM QAR,General,Thank you for using credit card 4285XXX2529 for BHD 1.728 at GF ECOM QAR on 15/02/2026 08:00. Available balance: BHD 1485.442. For enquiry 17155555.
NBK Bahrain,15-02-26,6:20:07 PM,Purchase,5.336,ALOSRA,Shopping/Grocery,Thank you for using credit card 4285XXX2529 for BHD 5.336 at ALOSRA on 15/02/2026 18:20. Available balance: BHD 1480.106. For enquiry 17155555.
NBK Bahrain,16-02-26,2:34:41 AM,Purchase,4.9,FOODS AT HOME WLL,General,Thank you for using credit card 4285XXX2529 for BHD 4.900 at FOODS AT HOME WLL on 16/02/2026 02:34. Available balance: BHD 1475.206. For enquiry 17155555.
NBK Bahrain,16-02-26,4:52:35 AM,Purchase,0.697,QATAR AIRWAYS USD,General,Thank you for using credit card 4285XXX2529 for BHD 0.697 at QATAR AIRWAYS USD on 16/02/2026 04:52. Available balance: BHD 1474.509. For enquiry 17155555.
NBK Bahrain,16-02-26,8:20:09 AM,Purchase,12.232,FOODS AT HOME WLL,General,Thank you for using credit card 4285XXX2529 for BHD 12.232 at FOODS AT HOME WLL on 16/02/2026 08:20. Available balance: BHD 1462.277. For enquiry 17155555.
NBK Bahrain,17-02-26,3:03:24 AM,Purchase,18.114,ARSAN GENTS TAILOR,General,Thank you for using credit card 4285XXX2529 for BHD 18.114 at ARSAN GENTS TAILOR on 17/02/2026 03:03. Available balance: BHD 1444.163. For enquiry 17155555.
NBK Bahrain,17-02-26,12:28:31 PM,Purchase,1.606,TAP*Amakin Main,General,Thank you for using credit card 4285XXX2529 for BHD 1.606 at TAP*Amakin Main on 17/02/2026 12:28. Available balance: BHD 1442.557. For enquiry 17155555.
NBK Bahrain,17-02-26,9:55:12 PM,Purchase,11.509,THAT AL SALASIL,General,Thank you for using credit card 4285XXX2529 for BHD 11.509 at THAT AL SALASIL on 17/02/2026 21:55. Available balance: BHD 1431.048. For enquiry 17155555.
NBK Bahrain,18-02-26,6:12:25 PM,Purchase,7.518,AL BINDAIRA CAFE W,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 7.518 at AL BINDAIRA CAFE W on 18/02/2026 18:12. Available balance: BHD 1423.530. For enquiry 17155555.
NBK Bahrain,19-02-26,8:05:32 AM,Purchase,1.745,Bpay-Regstrn,Finance,Thank you for using credit card 4285XXX2529 for BHD 1.745 at Bpay-Regstrn on 19/02/2026 08:05. Available balance: BHD 1421.785. For enquiry 17155555.
